sku,product_name,category,supplier,stock_quantity,sales_speed_per_day,expiry_date,warehouse_location,price_rub,reorder_point
DWF-000642,Макароны Pro-666,Продукты питания,ИП Петрова,565,0.1,NULL,Ряд 20-Стеллаж 28,3764.26,1
XKC-000643,Духи Max-382,Косметика,ЗАО 'СкладСервис',435,5.0,2026-12-08,Ряд 7-Стеллаж 5,31496.93,75
OQN-000644,Кофе Pro-68,Продукты питания,АО 'РегионСнаб',841,0.1,2029-07-20,Ряд 3-Стеллаж 18,6274.83,1
ICX-000645,Помада A-802,Косметика,ИП Иванов,889,2.0,2027-03-12,Ряд 4-Стеллаж 25,48975.29,28
YES-000646,Духи C-970,Косметика,ИП Петрова,841,2.0,2029-09-29,Ряд 18-Стеллаж 18,30392.97,16
TEU-000647,Игрушка Max-130,Зоотовары,ООО 'ОптТорг',564,1.0,2028-11-17,Ряд 9-Стеллаж 1,34348.58,29
DOG-000648,Детектив C-818,Книги,ЗАО 'СкладСервис',997,0.5,2029-01-24,Ряд 20-Стеллаж 27,35354.0,6
MHY-000649,Мяч Max-82,Спорттовары,Торговый дом 'Восточный',902,5.0,2028-01-08,Ряд 3-Стеллаж 20,20355.41,85
BGC-000650,Одеяло Pro-510,Товары для дома,ООО 'Поставщик+',86,1.0,2028-03-22,Ряд 14-Стеллаж 44,25458.68,30
NZX-000651,Словарь Max-678,Книги,АО 'Торговый дом',415,0.1,2027-03-09,Ряд 14-Стеллаж 45,26739.52,1
YVW-000652,Лыжи C-976,Спорттовары,ЗАО 'СкладСервис',623,0.1,2031-02-06,Ряд 8-Стеллаж 12,3802.36,1
BME-000653,Джинсы A-756,Одежда,ООО 'ИмпортТрейд',935,1.0,2028-10-28,Ряд 10-Стеллаж 20,24182.08,15
QKX-000654,Поводок C-363,Зоотовары,ООО 'ОптТорг',845,2.0,2030-11-25,Ряд 2-Стеллаж 23,344.26,42
CJS-000655,Молоток Pro-8,Инструменты,ООО 'ИмпортТрейд',9,0.1,NULL,Ряд 17-Стеллаж 33,44930.57,2
ERF-000656,Пила B-144,Инструменты,ООО 'ИмпортТрейд',306,0.5,2026-12-08,Ряд 9-Стеллаж 7,49468.99,14
JLJ-000657,Словарь Max-204,Книги,Группа 'Мегаполис',113,0.1,NULL,Ряд 14-Стеллаж 48,16594.11,0
YYZ-000658,Платье B-113,Одежда,АО 'РегионСнаб',500,1.0,2029-12-26,Ряд 13-Стеллаж 33,36313.43,30
YUD-000659,Ручка Pro-492,Канцтовары,ООО 'ОптТорг',13,2.0,2027-04-24,Ряд 11-Стеллаж 28,48823.1,60
HMT-000660,Моющее средство Max-841,Бытовая химия,ИП Петрова,156,1.0,2026-07-14,Ряд 9-Стеллаж 50,5795.25,15
LMU-000661,Футболка B-411,Одежда,Торговый дом 'Восточный',747,0.5,2026-06-13,Ряд 19-Стеллаж 41,31742.14,7
AZY-000662,Отвертка C-437,Инструменты,ООО 'Поставщик+',631,0.1,2031-02-09,Ряд 10-Стеллаж 45,31683.83,1
MNQ-000663,Крем Max-763,Косметика,АО 'Торговый дом',275,0.5,2029-07-19,Ряд 11-Стеллаж 4,9128.49,3
IHH-000664,Картина B-340,Товары для дома,АО 'Торговый дом',441,0.1,2029-11-14,Ряд 4-Стеллаж 7,33463.93,2
JVT-000665,Одеяло Max-761,Товары для дома,ООО 'ОптТорг',619,0.5,NULL,Ряд 19-Стеллаж 25,4407.2,5
PBZ-000666,Клетка B-547,Зоотовары,Группа 'Мегаполис',197,1.0,NULL,Ряд 18-Стеллаж 40,17177.75,30
SBE-000667,Мяч Pro-430,Спорттовары,Торговый дом 'Восточный',258,2.0,2030-03-20,Ряд 15-Стеллаж 41,35880.43,40
NYU-000668,Крупа Max-835,Продукты питания,ИП Петрова,280,1.0,2026-08-04,Ряд 2-Стеллаж 37,3086.63,29
KRW-000669,Футболка B-586,Одежда,ИП Иванов,448,2.0,2030-05-09,Ряд 13-Стеллаж 39,13611.13,24
FSW-000670,Мяч B-230,Спорттовары,ТД 'Универсал',515,1.0,NULL,Ряд 8-Стеллаж 19,35427.32,24
BGB-000671,Макароны Max-620,Продукты питания,Компания 'Логистик',949,0.1,2029-07-23,Ряд 7-Стеллаж 35,5853.43,2
ZIY-000672,Гантели Max-989,Спорттовары,Компания 'Логистик',739,0.1,NULL,Ряд 2-Стеллаж 41,40805.31,1
HGA-000673,Игрушка C-276,Зоотовары,ИП Петрова,108,1.0,2029-08-10,Ряд 20-Стеллаж 36,10347.64,21
FQW-000674,Отвертка B-194,Инструменты,ИП Иванов,456,0.1,2028-12-29,Ряд 16-Стеллаж 6,24823.26,2
OYE-000675,Помада B-466,Косметика,ООО 'Поставщик+',317,0.1,2026-09-26,Ряд 20-Стеллаж 13,3519.23,0
XZC-000676,Мяч B-255,Спорттовары,ИП Иванов,744,2.0,2030-04-13,Ряд 13-Стеллаж 2,5546.27,14
UGY-000677,Свеча B-315,Товары для дома,ООО 'Поставщик+',811,5.0,2030-01-23,Ряд 3-Стеллаж 13,7004.54,125
IEB-000678,Словарь A-935,Книги,Компания 'Логистик',642,0.5,2028-09-27,Ряд 18-Стеллаж 19,5173.18,10
FFK-000679,Ручка C-366,Канцтовары,ЗАО 'СкладСервис',293,0.1,2028-10-17,Ряд 16-Стеллаж 11,49538.86,1
BIJ-000680,Куртка Lite-838,Одежда,ООО 'Поставщик+',619,0.1,2029-03-07,Ряд 14-Стеллаж 10,44661.22,2
HWH-000681,Фильтр Pro-458,Автотовары,ЗАО 'СкладСервис',377,5.0,2028-03-05,Ряд 5-Стеллаж 50,32809.91,85
SUM-000682,Платье C-327,Одежда,АО 'Торговый дом',591,0.5,NULL,Ряд 3-Стеллаж 21,49738.85,6
MMZ-000683,Свеча Lite-550,Товары для дома,ЗАО 'СкладСервис',341,0.1,2030-04-24,Ряд 14-Стеллаж 36,24880.26,2
VKP-000684,Молоток C-572,Инструменты,ООО 'ОптТорг',591,2.0,NULL,Ряд 3-Стеллаж 16,18117.39,26
MDC-000685,Папка B-216,Канцтовары,ООО 'ИмпортТрейд',869,2.0,2026-08-06,Ряд 15-Стеллаж 10,41770.85,48
VBD-000686,Фантастика A-489,Книги,Торговый дом 'Восточный',146,0.5,2030-07-18,Ряд 12-Стеллаж 4,35085.02,14
VWA-000687,Тетрадь Max-541,Канцтовары,ИП Иванов,80,0.1,2030-07-01,Ряд 5-Стеллаж 49,9162.1,3
SHK-000688,Степлер B-516,Канцтовары,ТД 'Универсал',800,1.0,NULL,Ряд 5-Стеллаж 4,44063.8,8
EKL-000689,Дворники Pro-974,Автотовары,ООО 'ОптТорг',728,2.0,2029-06-09,Ряд 14-Стеллаж 11,13627.79,18
DFQ-000690,Шампунь Pro-169,Бытовая химия,АО 'РегионСнаб',188,2.0,2028-08-06,Ряд 15-Стеллаж 31,15693.82,54
BJL-000691,Крем A-217,Косметика,АО 'Торговый дом',106,0.1,2030-01-17,Ряд 1-Стеллаж 16,14146.24,2
PTI-000692,Велосипед A-50,Спорттовары,Группа 'Мегаполис',653,5.0,2027-12-02,Ряд 3-Стеллаж 37,28261.6,125
IYA-000693,Ручка C-418,Канцтовары,Компания 'Логистик',981,0.5,2028-01-18,Ряд 13-Стеллаж 47,17824.07,5
XNN-000694,Консервы Max-96,Продукты питания,ООО 'Поставщик+',601,2.0,2028-05-16,Ряд 10-Стеллаж 11,7619.31,42
YGF-000695,Поводок Pro-805,Зоотовары,ЗАО 'СкладСервис',144,2.0,2026-11-20,Ряд 17-Стеллаж 47,30456.51,46
DHQ-000696,Ключ Max-510,Инструменты,ООО 'Поставщик+',912,1.0,2029-05-02,Ряд 20-Стеллаж 39,3796.16,11
CAT-000697,Крем C-591,Косметика,ООО 'ОптТорг',888,5.0,2030-09-18,Ряд 11-Стеллаж 11,46706.1,60
JCE-000698,Шина Pro-419,Автотовары,Компания 'Логистик',484,5.0,2028-12-13,Ряд 4-Стеллаж 37,24438.54,90
WXD-000699,Ручка Lite-660,Канцтовары,ООО 'ОптТорг',865,1.0,2030-06-25,Ряд 17-Стеллаж 29,13178.23,28
BUS-000700,Гантели Pro-896,Спорттовары,ООО 'Поставщик+',158,2.0,2028-03-20,Ряд 6-Стеллаж 37,19994.06,18
MCM-000701,Клетка C-67,Зоотовары,ООО 'ОптТорг',921,2.0,NULL,Ряд 4-Стеллаж 26,38422.42,26
IZM-000702,Энциклопедия Lite-33,Книги,Торговый дом 'Восточный',487,0.1,NULL,Ряд 5-Стеллаж 31,7318.41,1
ZUB-000703,Ручка B-71,Канцтовары,АО 'РегионСнаб',484,0.1,2027-03-25,Ряд 14-Стеллаж 18,12640.96,1
HCW-000704,Шина C-169,Автотовары,АО 'РегионСнаб',537,0.1,2027-09-06,Ряд 2-Стеллаж 6,44753.08,2
FYM-000705,Гантели A-741,Спорттовары,Торговый дом 'Восточный',802,0.1,2030-05-06,Ряд 1-Стеллаж 36,39164.47,2
RQI-000706,Роман Max-417,Книги,Торговый дом 'Восточный',845,1.0,NULL,Ряд 15-Стеллаж 10,24997.31,17
GSZ-000707,Кофе B-616,Продукты питания,ЗАО 'СкладСервис',460,1.0,NULL,Ряд 7-Стеллаж 48,48952.65,20
JJY-000708,Клетка Max-467,Зоотовары,ИП Петрова,978,0.1,NULL,Ряд 10-Стеллаж 33,40961.62,1
KJV-000709,Отвертка Lite-447,Инструменты,ООО 'ОптТорг',997,2.0,2030-09-26,Ряд 14-Стеллаж 24,8885.91,52
JVR-000710,Молоток Pro-768,Инструменты,ЗАО 'СкладСервис',290,1.0,2028-09-29,Ряд 3-Стеллаж 42,870.5,20
TYC-000711,Дворники Pro-118,Автотовары,ООО 'ОптТорг',595,2.0,NULL,Ряд 14-Стеллаж 14,11182.82,42
FMD-000712,Шина C-901,Автотовары,АО 'РегионСнаб',929,2.0,2030-05-20,Ряд 1-Стеллаж 24,39120.69,46
RHX-000713,Ключ C-344,Инструменты,ЗАО 'СкладСервис',247,0.1,NULL,Ряд 1-Стеллаж 10,39535.98,2
EOL-000714,Гантели Pro-926,Спорттовары,АО 'РегионСнаб',197,1.0,2030-07-27,Ряд 5-Стеллаж 41,19551.06,30
IEG-000715,Роман A-27,Книги,ИП Иванов,516,0.1,2029-08-15,Ряд 18-Стеллаж 11,47437.58,1
LQP-000716,Ноутбук B-669,Электроника,ИП Петрова,724,0.5,2028-04-21,Ряд 5-Стеллаж 30,31741.43,9
XHN-000717,Стиральный порошок Max-594,Бытовая химия,Торговый дом 'Восточный',798,2.0,2028-06-14,Ряд 9-Стеллаж 6,46752.05,54
WCY-000718,Платье A-503,Одежда,АО 'Торговый дом',145,0.1,2026-04-25,Ряд 3-Стеллаж 32,42238.95,1
UKM-000719,Лоток Max-622,Зоотовары,АО 'Торговый дом',215,1.0,2030-09-10,Ряд 6-Стеллаж 12,14972.81,12
WDI-000720,Степлер A-531,Канцтовары,ТД 'Универсал',628,1.0,NULL,Ряд 9-Стеллаж 8,9682.62,7
NDW-000721,Футболка C-726,Одежда,Группа 'Мегаполис',30,0.5,2027-05-26,Ряд 5-Стеллаж 18,13719.64,6
OHT-000722,Шина Pro-106,Автотовары,АО 'РегионСнаб',524,5.0,2027-11-13,Ряд 6-Стеллаж 13,34368.52,145
PTI-000723,Шампунь B-581,Бытовая химия,Торговый дом 'Восточный',499,0.5,2029-09-08,Ряд 11-Стеллаж 40,5422.58,9
JXV-000724,Дворники C-408,Автотовары,ИП Иванов,910,0.1,NULL,Ряд 14-Стеллаж 19,30213.91,2
AEI-000725,Консервы Max-337,Продукты питания,ООО 'ИмпортТрейд',251,0.1,2028-12-23,Ряд 11-Стеллаж 8,531.17,2
FOI-000726,Стиральный порошок Lite-915,Бытовая химия,ООО 'ОптТорг',67,0.5,NULL,Ряд 7-Стеллаж 7,28069.89,14
QRL-000727,Степлер C-606,Канцтовары,Группа 'Мегаполис',201,0.1,2029-09-14,Ряд 14-Стеллаж 8,6248.43,1
JOH-000728,Корм C-661,Зоотовары,ИП Петрова,4,5.0,2027-07-14,Ряд 13-Стеллаж 3,44796.68,115
AMV-000729,Пила Pro-870,Инструменты,Торговый дом 'Восточный',308,0.1,2029-12-02,Ряд 16-Стеллаж 40,2401.28,1
QXV-000730,Одеяло A-196,Товары для дома,АО 'Торговый дом',29,0.1,NULL,Ряд 11-Стеллаж 45,36226.46,1
SVV-000731,Мяч C-338,Спорттовары,ООО 'Поставщик+',956,1.0,NULL,Ряд 2-Стеллаж 8,2447.77,16
RUJ-000732,Детектив Max-126,Книги,ИП Иванов,947,0.1,NULL,Ряд 11-Стеллаж 10,37664.09,2
NGM-000733,Шина Lite-856,Автотовары,Компания 'Логистик',329,2.0,NULL,Ряд 9-Стеллаж 50,14846.9,18
WRT-000734,Моющее средство Pro-108,Бытовая химия,Торговый дом 'Восточный',79,0.1,NULL,Ряд 1-Стеллаж 43,10845.97,1
IVT-000735,Коврик Pro-999,Спорттовары,ООО 'ИмпортТрейд',778,5.0,2029-01-10,Ряд 17-Стеллаж 7,45710.56,70
LQF-000736,Пила A-763,Инструменты,Группа 'Мегаполис',70,0.1,2027-02-23,Ряд 10-Стеллаж 37,32436.73,1
CAL-000737,Духи Pro-515,Косметика,ООО 'Поставщик+',487,1.0,2028-10-29,Ряд 18-Стеллаж 6,17753.62,13
LIL-000738,Бумага Lite-623,Канцтовары,АО 'Торговый дом',50,1.0,2029-04-02,Ряд 10-Стеллаж 13,20164.47,26
MLR-000739,Лоток A-283,Зоотовары,Группа 'Мегаполис',981,0.1,NULL,Ряд 2-Стеллаж 37,13345.6,0
FQS-000740,Дрель Max-611,Инструменты,АО 'РегионСнаб',103,0.1,NULL,Ряд 7-Стеллаж 11,39297.1,1
HAE-000741,Энциклопедия Pro-146,Книги,ИП Петрова,488,1.0,NULL,Ряд 11-Стеллаж 44,3519.26,12
ZRL-000742,Монитор A-501,Электроника,ИП Иванов,997,0.1,NULL,Ряд 1-Стеллаж 39,17639.58,2
WMB-000743,Смартфон C-824,Электроника,ИП Петрова,696,10.0,2028-08-20,Ряд 17-Стеллаж 11,37761.87,100
TLT-000744,Лыжи Pro-116,Спорттовары,Компания 'Логистик',679,0.5,2030-02-21,Ряд 10-Стеллаж 46,16720.26,11
HNQ-000745,Чай C-212,Продукты питания,АО 'РегионСнаб',876,0.1,2026-09-07,Ряд 16-Стеллаж 2,12256.17,3
TFY-000746,Поводок C-401,Зоотовары,АО 'Торговый дом',988,0.1,2030-09-07,Ряд 17-Стеллаж 12,13302.2,2
PYH-000747,Мыло A-993,Бытовая химия,ООО 'Поставщик+',593,0.5,2028-11-07,Ряд 14-Стеллаж 30,28354.79,9
AYD-000748,Корм Pro-42,Зоотовары,ИП Иванов,535,5.0,2029-01-28,Ряд 10-Стеллаж 32,14448.58,80
FVD-000749,Дворники Max-982,Автотовары,Компания 'Логистик',5,0.5,2028-06-11,Ряд 9-Стеллаж 9,17543.4,8
TEC-000750,Духи Max-653,Косметика,ИП Иванов,750,0.1,2029-10-17,Ряд 8-Стеллаж 3,23685.23,1
KKX-000751,Тушь B-427,Косметика,Компания 'Логистик',611,0.5,2029-12-21,Ряд 19-Стеллаж 9,34181.89,6
OHC-000752,Посуда Lite-958,Товары для дома,ЗАО 'СкладСервис',472,0.5,2030-08-12,Ряд 4-Стеллаж 9,26352.24,14
RJJ-000753,Шина B-595,Автотовары,АО 'РегионСнаб',984,0.5,2028-04-24,Ряд 14-Стеллаж 6,37805.03,13
NDO-000754,Свеча A-87,Товары для дома,Компания 'Логистик',54,2.0,NULL,Ряд 1-Стеллаж 30,40383.68,46
BVQ-000755,Степлер Max-735,Канцтовары,ИП Петрова,99,2.0,2030-01-08,Ряд 2-Стеллаж 8,37036.62,56
BFD-000756,Детектив Lite-705,Книги,ТД 'Универсал',139,0.1,2029-01-11,Ряд 10-Стеллаж 41,15579.0,0
FBD-000757,Куртка Pro-496,Одежда,ООО 'ОптТорг',99,0.1,2030-12-31,Ряд 15-Стеллаж 26,2829.88,1
ZVV-000758,Гантели Max-674,Спорттовары,Компания 'Логистик',841,1.0,2028-11-08,Ряд 14-Стеллаж 10,31828.05,12
GNS-000759,Шампунь Pro-715,Бытовая химия,ТД 'Универсал',491,0.1,NULL,Ряд 19-Стеллаж 32,18398.6,1
